"sku","short_description","description","meta_description"
"IL-CONFIG-060","<p>La Ideal Lux Hub PT H110 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 70 × H 1100 × P 120 mm, base D 16 mm, sorgente LED integrata da 4,5W, alimentazione 220-240 V AC, protezione IP54, classe 1, struttura in alluminio e metallo e peso netto 0,85 kg. Il configurabile include la variante Antracite, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Hub PT H110 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Hub valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 70 × H 1100 × P 120 mm, base D 16 mm, sorgente LED integrata da 4,5W, alimentazione 220-240 V AC, protezione IP54, classe 1, struttura in alluminio e metallo e peso netto 0,85 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Antracite, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Hub PT H110 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Hub PT H110 LED in Antracite: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-061","<p>La Ideal Lux Ipotesi PT H50 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 500 × H 500 × P 500 mm, base 500 × 500 mm, sorgente LED 16W, alimentazione 220-240 V AC, protezione IP44, struttura in alluminio e metallo e peso netto 4,94 kg. Le configurazioni disponibili comprendono Nero e Bianco, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Ipotesi PT H50 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Ipotesi valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 500 × H 500 × P 500 mm, base 500 × 500 mm, sorgente LED 16W, alimentazione 220-240 V AC, protezione IP44, struttura in alluminio e metallo e peso netto 4,94 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Nero e Bianco, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Ipotesi PT H50 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Ipotesi PT H50 LED in Nero e Bianco: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-062","<p>La Ideal Lux Ipotesi PT H73 Bianco LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 350 × H 730 × P 350 mm, base 350 × 350 mm, sorgente LED 16W, alimentazione 220-240 V AC, protezione IP44, classe 1, struttura in alluminio e metallo e peso netto 5,1 kg. Il configurabile include la variante Nero, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Ipotesi PT H73 Bianco LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Ipotesi valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 350 × H 730 × P 350 mm, base 350 × 350 mm, sorgente LED 16W, alimentazione 220-240 V AC, protezione IP44, classe 1, struttura in alluminio e metallo e peso netto 5,1 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Nero, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Ipotesi PT H73 Bianco LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Ipotesi PT H73 Bianco LED in Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-063","<p>La Ideal Lux Ipotesi PT H73 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 350 × H 730 × P 350 mm, base 350 × 350 mm, sorgente LED 16W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in alluminio e metallo e peso netto 5,1 kg. Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Ipotesi PT H73 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Ipotesi valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 350 × H 730 × P 350 mm, base 350 × 350 mm, sorgente LED 16W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in alluminio e metallo e peso netto 5,1 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Ipotesi PT H73 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Ipotesi PT H73 LED in Bianco: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-064","<p>La Ideal Lux Itaca PT1 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 390 × H 1695 mm, base D 380 mm, 1 luce con attacco E27 e potenza E27 max 1 × 60W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in metallo e materiale plastico e peso netto 8,84 kg. Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Itaca PT1 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Itaca valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 390 × H 1695 mm, base D 380 mm, 1 luce con attacco E27 e potenza E27 max 1 × 60W, alimentazione 220-240 V AC, protezione IP44, classe 2, struttura in metallo e materiale plastico e peso netto 8,84 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Itaca PT1 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Itaca PT1 E27 in Bianco: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-065","<p>La Ideal Lux Jedi PT H040 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 26 × H 400 × P 26 mm, base D 50 mm, sorgente LED integrata da 7W, alimentazione 220-240 V AC, protezione IP65, classe 2, struttura in metallo e vetro e peso netto 0,44 kg. Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Jedi PT H040 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Jedi valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 26 × H 400 × P 26 mm, base D 50 mm, sorgente LED integrata da 7W, alimentazione 220-240 V AC, protezione IP65, classe 2, struttura in metallo e vetro e peso netto 0,44 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Jedi PT H040 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Jedi PT H040 LED in Antracite, Coffee e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-066","<p>La Ideal Lux Jedi PT H080 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 25 × H 805 × P 25 mm, base D 46 mm, sorgente LED integrata da 12W, alimentazione 220-240 V AC, protezione IP65, classe 2, struttura in metallo e vetro e peso netto 0,76 kg. Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Jedi PT H080 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Jedi valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 25 × H 805 × P 25 mm, base D 46 mm, sorgente LED integrata da 12W, alimentazione 220-240 V AC, protezione IP65, classe 2, struttura in metallo e vetro e peso netto 0,76 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Jedi PT H080 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Jedi PT H080 LED in Antracite, Coffee e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-067","<p>La Ideal Lux Jedi PT H120 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 25 × H 1205 × P 25 mm, base D 46 mm, sorgente LED integrata da 19W, alimentazione 220-240 V AC, protezione IP65, classe 2, struttura in metallo e vetro e peso netto 1,03 kg. Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Jedi PT H120 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Jedi valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 25 × H 1205 × P 25 mm, base D 46 mm, sorgente LED integrata da 19W, alimentazione 220-240 V AC, protezione IP65, classe 2, struttura in metallo e vetro e peso netto 1,03 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Jedi PT H120 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Jedi PT H120 LED in Antracite, Coffee e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-068","<p>La Ideal Lux Jedi PT H160 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 25 × H 1605 × P 25 mm, base D 46 mm, sorgente LED integrata da 25W, alimentazione 220-240 V AC, protezione IP65, classe 2, struttura in metallo e vetro e peso netto 1,28 kg. Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Jedi PT H160 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Jedi valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 25 × H 1605 × P 25 mm, base D 46 mm, sorgente LED integrata da 25W, alimentazione 220-240 V AC, protezione IP65, classe 2, struttura in metallo e vetro e peso netto 1,28 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Jedi PT H160 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Jedi PT H160 LED in Antracite, Coffee e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-069","<p>La Ideal Lux Klimt PT1 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 495 × H 1610 mm, base D 505 mm, 1 luce con attacco E27 e potenza E27 max 1 × 60W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in tessuto e legno e peso netto 3,87 kg. Il configurabile include la variante Legno, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Klimt PT1 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Klimt valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 495 × H 1610 mm, base D 505 mm, 1 luce con attacco E27 e potenza E27 max 1 × 60W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in tessuto e legno e peso netto 3,87 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Legno, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La Klimt PT1 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Klimt PT1 E27 in Legno: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-070","<p>La Ideal Lux Kurt PT LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 85 × H 650 × P 85 mm, base 85 × 85 mm, sorgente LED integrata da 11W, alimentazione 100-240 V AC, protezione IP54, classe 1, struttura in metallo e peso netto 1,93 kg. Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee e Nero e temperature colore 3000K e 4000K, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione.</p>","<p>La Ideal Lux Kurt PT LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Kurt valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 85 × H 650 × P 85 mm, base 85 × 85 mm, sorgente LED integrata da 11W, alimentazione 100-240 V AC, protezione IP54, classe 1, struttura in metallo e peso netto 1,93 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le varianti disponibili permettono di scegliere tra finiture Antracite, Bianco, Coffee e Nero e temperature colore 3000K e 4000K, coprendo diverse esigenze estetiche e funzionali senza rinunciare alla coerenza della collezione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Kurt PT LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Kurt PT LED: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-071","<p>La Ideal Lux London PT1 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 500 × H 1740 mm, base D 350 mm, 1 luce con attacco E27 e potenza E27 max 1 × 60W, alimentazione 220-240 V AC, protezione IP20, classe 2 e peso netto 7,12 kg. Le configurazioni disponibili comprendono Bianco, Cromo e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux London PT1 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione London si distingue per una costruzione curata: Montatura in metallo rifinito in cromo o con vernice opaca bianca o nera. Paralume in lamina di PVC rivestito di tessuto, per la versione cromo in lamina di PVC cromata e semi trasparente. Questo dettaglio contribuisce a definire una lampada solida, piacevole da vedere e coerente con lo stile contemporaneo di Ideal Lux.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 500 × H 1740 mm, base D 350 mm, 1 luce con attacco E27 e potenza E27 max 1 × 60W, alimentazione 220-240 V AC, protezione IP20, classe 2 e peso netto 7,12 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Bianco, Cromo e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La London PT1 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux London PT1 E27 in Bianco, Cromo e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-072","<p>La Ideal Lux Look PT1 Round D40 H1800 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 300 × H 1800 mm, base D 300 mm, sorgente LED 24W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in metallo e peso netto 5,08 kg. Le configurazioni disponibili comprendono Bianco 3000K e Nero 3000K, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Look PT1 Round D40 H1800 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Look valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 300 × H 1800 mm, base D 300 mm, sorgente LED 24W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in metallo e peso netto 5,08 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Bianco 3000K e Nero 3000K, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La Look PT1 Round D40 H1800 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Look PT1 Round D40 H1800 LED in Bianco e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-073","<p>La Ideal Lux Lumiere PT LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 280 × H 1550 mm, base D 280 mm, sorgente LED 58W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in vetro e metallo e peso netto 8,66 kg. Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Lumiere PT LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Lumiere valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 280 × H 1550 mm, base D 280 mm, sorgente LED 58W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in vetro e metallo e peso netto 8,66 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La Lumiere PT LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Lumiere PT LED in Bianco: design elegante per soggiorno, camera e ambienti moderni."
